Image Index: ,Detector Type: ,Descriptor Type: ,Matcher Type: ,Selector Type: ,Detection timetaken: ,Total No. of detected points: ,Num. of Filtered points: ,Descriptor timetaken: ,Matcher timetaken: ,No. of Matched pairs: ,No. of Matched pairs in CurrBB in front: ,TTC Camera,TTC Lidar,
2,ORB,FREAK,MAT_BF,SEL_KNN,9.69596,500,0,53.4719,0.834474,123,32,9,12,
3,ORB,FREAK,MAT_BF,SEL_KNN,9.31314,500,0,52.135,0.900578,128,29,30,13,
4,ORB,FREAK,MAT_BF,SEL_KNN,9.3435,500,0,52.3962,0.846409,136,27,7,7,
5,ORB,FREAK,MAT_BF,SEL_KNN,8.99391,500,0,52.4852,0.851222,110,24,0,16,
6,ORB,FREAK,MAT_BF,SEL_KNN,8.91262,500,0,52.074,0.897112,132,36,66,12,
7,ORB,FREAK,MAT_BF,SEL_KNN,9.3186,500,0,58.3366,0.943275,136,33,20,34,
8,ORB,FREAK,MAT_BF,SEL_KNN,10.5064,500,0,52.8233,1.0264,135,29,11,9,
9,ORB,FREAK,MAT_BF,SEL_KNN,9.81569,500,0,52.1712,1.01289,144,30,9,18,
10,ORB,FREAK,MAT_BF,SEL_KNN,10.4922,500,0,54.903,1.05731,146,25,-14,18,
11,ORB,FREAK,MAT_BF,SEL_KNN,10.0988,500,0,53.9927,1.06957,149,26,7,3,
12,ORB,FREAK,MAT_BF,SEL_KNN,10.4038,500,0,53.9929,1.1545,155,25,17,-10,
13,ORB,FREAK,MAT_BF,SEL_KNN,10.0332,500,0,53.3195,1.02521,139,0,-2147483648,9,
14,ORB,FREAK,MAT_BF,SEL_KNN,10.6975,500,0,55.8421,1.15179,151,0,-2147483648,10,
15,ORB,FREAK,MAT_BF,SEL_KNN,9.71079,500,0,55.8189,1.05306,160,0,-2147483648,8,
16,ORB,FREAK,MAT_BF,SEL_KNN,9.4674,500,3,54.0783,1.06191,144,0,-2147483648,3,
17,ORB,FREAK,MAT_BF,SEL_KNN,9.92002,500,0,54.9958,1.04131,137,0,-2147483648,-9,
18,ORB,FREAK,MAT_BF,SEL_KNN,9.55537,500,38,55.0295,1.0194,154,0,-2147483648,8,

0,ORB,SIFT,MAT_BF,SEL_KNN,12.415,500,0,253.875,0,0,,,,
1,ORB,SIFT,MAT_BF,SEL_KNN,9.19968,500,0,249.87,12.5967,374,42,37,12,
2,ORB,SIFT,MAT_BF,SEL_KNN,9.89104,500,0,252.384,12.1948,361,45,54,12,
3,ORB,SIFT,MAT_BF,SEL_KNN,9.2823,500,0,254.605,12.3518,366,51,10,13,
4,ORB,SIFT,MAT_BF,SEL_KNN,8.9391,500,0,256.126,12.5275,372,51,0,7,
5,ORB,SIFT,MAT_BF,SEL_KNN,9.04296,500,0,253.322,12.3136,375,48,10,16,
6,ORB,SIFT,MAT_BF,SEL_KNN,9.60173,500,0,257.604,12.3566,381,58,0,12,
7,ORB,SIFT,MAT_BF,SEL_KNN,8.94624,500,0,262.526,12.3443,378,59,74,34,
8,ORB,SIFT,MAT_BF,SEL_KNN,9.27207,500,0,281.309,12.2648,372,61,4,9,
9,ORB,SIFT,MAT_BF,SEL_KNN,9.53329,500,0,265.485,12.3423,352,48,3,18,
10,ORB,SIFT,MAT_BF,SEL_KNN,9.29735,500,0,256.847,10.3636,355,42,4,18,
11,ORB,SIFT,MAT_BF,SEL_KNN,10.0137,500,0,260.914,12.6812,377,43,7,3,
12,ORB,SIFT,MAT_BF,SEL_KNN,9.75249,500,0,256.63,12.6573,394,51,2,-10,
13,ORB,SIFT,MAT_BF,SEL_KNN,10.1183,500,0,262.255,12.7148,377,47,7,9,
14,ORB,SIFT,MAT_BF,SEL_KNN,10.1941,500,0,258.207,12.6011,393,58,8,10,
15,ORB,SIFT,MAT_BF,SEL_KNN,9.42106,500,0,260.542,12.5768,383,46,26,8,
16,ORB,SIFT,MAT_BF,SEL_KNN,10.1169,500,3,259.297,12.2771,368,55,3,3,
17,ORB,SIFT,MAT_BF,SEL_KNN,9.27371,500,0,256.276,12.4012,360,48,38,-9,
18,ORB,SIFT,MAT_BF,SEL_KNN,9.7169,500,38,261.193,12.4817,369,53,4,8,

0,AKAZE,BRISK,MAT_BF,SEL_KNN,106.571,1513,0,18.7445,0,0,,,,
1,AKAZE,BRISK,MAT_BF,SEL_KNN,85.5092,1541,0,17.4718,54.5113,973,93,13,12,
2,AKAZE,BRISK,MAT_BF,SEL_KNN,83.7815,1529,0,16.8844,54.8986,965,98,18,12,
3,AKAZE,BRISK,MAT_BF,SEL_KNN,88.4689,1561,0,18.1672,58.7997,988,102,11,13,
4,AKAZE,BRISK,MAT_BF,SEL_KNN,87.5272,1545,0,17.6843,56.4111,975,103,10,7,
5,AKAZE,BRISK,MAT_BF,SEL_KNN,83.6796,1526,0,17.1243,55.5901,972,98,11,16,
6,AKAZE,BRISK,MAT_BF,SEL_KNN,83.1201,1566,0,17.4592,55.4857,1003,98,26,12,
7,AKAZE,BRISK,MAT_BF,SEL_KNN,82.2936,1529,0,17.3269,54.1687,1010,112,11,34,
8,AKAZE,BRISK,MAT_BF,SEL_KNN,81.6776,1547,0,17.4241,55.7352,994,116,13,9,
9,AKAZE,BRISK,MAT_BF,SEL_KNN,81.6893,1572,0,17.2601,56.7394,1007,113,9,18,
10,AKAZE,BRISK,MAT_BF,SEL_KNN,82.1246,1567,0,17.2583,57.268,1008,122,11,18,
11,AKAZE,BRISK,MAT_BF,SEL_KNN,83.2055,1538,0,18.2315,57.3412,987,109,74,3,
12,AKAZE,BRISK,MAT_BF,SEL_KNN,82.4305,1513,0,18.1114,55.3302,979,111,9,-10,
13,AKAZE,BRISK,MAT_BF,SEL_KNN,81.992,1538,0,16.9359,54.1386,986,108,8,9,
14,AKAZE,BRISK,MAT_BF,SEL_KNN,88.3813,1555,0,17.5799,53.8563,1028,104,9,10,
15,AKAZE,BRISK,MAT_BF,SEL_KNN,83.7569,1544,0,17.9112,57.0616,1060,100,9,8,
16,AKAZE,BRISK,MAT_BF,SEL_KNN,92.9658,1563,3,19.3282,56.2526,1040,111,11,3,
17,AKAZE,BRISK,MAT_BF,SEL_KNN,88.7906,1561,0,19.1573,58.4916,1103,110,8,-9,
18,AKAZE,BRISK,MAT_BF,SEL_KNN,97.0417,1569,38,18.1814,57.7902,1073,109,10,8,

0,AKAZE,BRIEF,MAT_BF,SEL_KNN,82.9111,1513,0,6.27391,0,0,,,,
1,AKAZE,BRIEF,MAT_BF,SEL_KNN,81.0919,1541,0,6.09054,48.7339,1073,95,10,12,
2,AKAZE,BRIEF,MAT_BF,SEL_KNN,82.9207,1529,0,6.13659,49.2846,1091,113,14,12,
3,AKAZE,BRIEF,MAT_BF,SEL_KNN,88.3309,1561,0,6.75588,51.702,1109,111,26,13,
4,AKAZE,BRIEF,MAT_BF,SEL_KNN,83.5119,1545,0,6.11268,50.2931,1116,112,19,7,
5,AKAZE,BRIEF,MAT_BF,SEL_KNN,87.5475,1526,0,6.49579,50.2805,1102,111,34,16,
6,AKAZE,BRIEF,MAT_BF,SEL_KNN,88.1961,1566,0,6.74052,51.7739,1121,111,16,12,
7,AKAZE,BRIEF,MAT_BF,SEL_KNN,90.5008,1529,0,6.35148,51.9301,1082,119,14,34,
8,AKAZE,BRIEF,MAT_BF,SEL_KNN,87.7378,1547,0,6.29435,50.0951,1119,125,16,9,
9,AKAZE,BRIEF,MAT_BF,SEL_KNN,105.379,1572,0,6.68505,53.5106,1120,122,34,18,
10,AKAZE,BRIEF,MAT_BF,SEL_KNN,87.7312,1567,0,6.33221,52.4383,1107,122,18,18,
11,AKAZE,BRIEF,MAT_BF,SEL_KNN,101.339,1538,0,6.47806,67.1936,1119,118,8,3,
12,AKAZE,BRIEF,MAT_BF,SEL_KNN,82.9062,1513,0,6.33736,49.8047,1104,128,8,-10,
13,AKAZE,BRIEF,MAT_BF,SEL_KNN,90.1748,1538,0,6.2971,48.8943,1135,122,12,9,
14,AKAZE,BRIEF,MAT_BF,SEL_KNN,91.375,1555,0,6.51934,50.7139,1165,115,8,10,
15,AKAZE,BRIEF,MAT_BF,SEL_KNN,91.1799,1544,0,6.35271,50.5922,1170,122,6,8,
16,AKAZE,BRIEF,MAT_BF,SEL_KNN,93.2597,1563,3,7.67583,54.7234,1163,119,10,3,
17,AKAZE,BRIEF,MAT_BF,SEL_KNN,89.3335,1561,0,6.34159,52.1108,1191,115,4,-9,
18,AKAZE,BRIEF,MAT_BF,SEL_KNN,92.5742,1569,38,6.21777,53.1041,1197,119,7,8,

0,AKAZE,ORB,MAT_BF,SEL_KNN,86.7359,1513,0,6.56906,0,0,,,,
1,AKAZE,ORB,MAT_BF,SEL_KNN,83.2445,1541,0,6.20437,49.5356,924,87,14,12,
2,AKAZE,ORB,MAT_BF,SEL_KNN,88.7107,1529,0,6.27921,50.5476,933,100,11,12,
3,AKAZE,ORB,MAT_BF,SEL_KNN,89.3883,1561,0,6.41856,52.669,958,103,11,13,
4,AKAZE,ORB,MAT_BF,SEL_KNN,88.9942,1545,0,6.32076,51.4968,944,97,13,7,
5,AKAZE,ORB,MAT_BF,SEL_KNN,89.8422,1526,0,6.266,50.2331,960,98,26,16,
6,AKAZE,ORB,MAT_BF,SEL_KNN,85.8265,1566,0,6.67751,52.9224,958,93,15,12,
7,AKAZE,ORB,MAT_BF,SEL_KNN,83.0881,1529,0,6.262,51.3182,1001,122,12,34,
8,AKAZE,ORB,MAT_BF,SEL_KNN,88.2497,1547,0,6.15617,49.7189,990,117,16,9,
9,AKAZE,ORB,MAT_BF,SEL_KNN,84.0717,1572,0,6.20508,50.9761,968,110,13,18,
10,AKAZE,ORB,MAT_BF,SEL_KNN,88.2049,1567,0,6.21909,51.2159,1002,122,9,18,
11,AKAZE,ORB,MAT_BF,SEL_KNN,88.8244,1538,0,6.37732,52.1583,953,105,10,3,
12,AKAZE,ORB,MAT_BF,SEL_KNN,83.6845,1513,0,6.20978,49.1031,957,112,14,-10,
13,AKAZE,ORB,MAT_BF,SEL_KNN,91.5978,1538,0,6.7182,49.5458,951,108,10,9,
14,AKAZE,ORB,MAT_BF,SEL_KNN,87.4241,1555,0,6.23328,50.0921,1018,106,10,10,
15,AKAZE,ORB,MAT_BF,SEL_KNN,92.7618,1544,0,6.40814,51.3634,1021,108,10,8,
16,AKAZE,ORB,MAT_BF,SEL_KNN,95.1389,1563,3,6.35221,50.6283,1015,106,5,3,
17,AKAZE,ORB,MAT_BF,SEL_KNN,91.7899,1561,0,6.34734,53.2439,1052,106,13,-9,
18,AKAZE,ORB,MAT_BF,SEL_KNN,99.2025,1569,38,6.42265,52.5395,1047,103,9,8,

0,AKAZE,FREAK,MAT_BF,SEL_KNN,95.2804,1513,0,64.7034,0,0,,,,
1,AKAZE,FREAK,MAT_BF,SEL_KNN,90.8236,1541,0,63.3798,55.2675,915,86,9,12,
2,AKAZE,FREAK,MAT_BF,SEL_KNN,91.3571,1529,0,66.1598,56.0103,910,92,9,12,
3,AKAZE,FREAK,MAT_BF,SEL_KNN,83.3202,1561,0,63.2647,56.5417,969,105,15,13,
4,AKAZE,FREAK,MAT_BF,SEL_KNN,88.174,1545,0,62.9587,56.3218,935,100,14,7,
5,AKAZE,FREAK,MAT_BF,SEL_KNN,89.0774,1526,0,65.1996,58.9255,900,95,11,16,
6,AKAZE,FREAK,MAT_BF,SEL_KNN,91.263,1566,0,66.4475,58.8109,947,98,13,12,
7,AKAZE,FREAK,MAT_BF,SEL_KNN,89.6545,1529,0,64.6287,56.769,984,120,15,34,
8,AKAZE,FREAK,MAT_BF,SEL_KNN,83.6239,1547,0,63.3432,55.3012,959,112,14,9,
9,AKAZE,FREAK,MAT_BF,SEL_KNN,85.4033,1572,0,63.6226,58.1318,961,104,12,18,
10,AKAZE,FREAK,MAT_BF,SEL_KNN,84.8479,1567,0,65.2208,57.4576,970,116,9,18,
11,AKAZE,FREAK,MAT_BF,SEL_KNN,89.4977,1538,0,65.3022,57.0703,935,103,18,3,
12,AKAZE,FREAK,MAT_BF,SEL_KNN,85.1828,1513,0,63.946,56.1641,961,105,9,-10,
13,AKAZE,FREAK,MAT_BF,SEL_KNN,91.1539,1538,0,62.9083,55.9245,964,109,15,9,
14,AKAZE,FREAK,MAT_BF,SEL_KNN,88.6251,1555,0,60.6048,56.5421,1010,111,6,10,
15,AKAZE,FREAK,MAT_BF,SEL_KNN,88.1486,1544,0,57.5798,56.5379,1028,105,12,8,
16,AKAZE,FREAK,MAT_BF,SEL_KNN,93.3178,1563,3,61.006,56.9863,1011,104,5,3,
17,AKAZE,FREAK,MAT_BF,SEL_KNN,88.3249,1561,0,61.6927,57.2363,1027,100,18,-9,
18,AKAZE,FREAK,MAT_BF,SEL_KNN,96.5878,1569,38,59.8874,57.1763,1054,104,12,8,

0,AKAZE,AKAZE,MAT_BF,SEL_KNN,82.7312,1513,0,97.7325,0,0,,,,
1,AKAZE,AKAZE,MAT_BF,SEL_KNN,86.9871,1541,0,96.7999,60.7051,1103,98,19,12,
2,AKAZE,AKAZE,MAT_BF,SEL_KNN,84.8318,1529,0,100.891,63.4093,1073,102,9,12,
3,AKAZE,AKAZE,MAT_BF,SEL_KNN,87.3111,1561,0,100.79,62.9264,1126,117,10,13,
4,AKAZE,AKAZE,MAT_BF,SEL_KNN,81.8506,1545,0,97.0468,62.5918,1126,107,14,7,
5,AKAZE,AKAZE,MAT_BF,SEL_KNN,87.6321,1526,0,97.9148,62.799,1117,103,12,16,
6,AKAZE,AKAZE,MAT_BF,SEL_KNN,87.5939,1566,0,101.203,62.9082,1118,99,12,12,
7,AKAZE,AKAZE,MAT_BF,SEL_KNN,89.6094,1529,0,97.0943,63.9176,1147,121,13,34,
8,AKAZE,AKAZE,MAT_BF,SEL_KNN,86.2594,1547,0,97.0485,62.4569,1148,123,25,9,
9,AKAZE,AKAZE,MAT_BF,SEL_KNN,87.8968,1572,0,99.8911,63.9407,1120,119,21,18,
10,AKAZE,AKAZE,MAT_BF,SEL_KNN,84.4102,1567,0,96.8487,66.0469,1149,126,9,18,
11,AKAZE,AKAZE,MAT_BF,SEL_KNN,89.4197,1538,0,101.077,64.3795,1083,114,17,3,
12,AKAZE,AKAZE,MAT_BF,SEL_KNN,88.773,1513,0,97.4729,60.7151,1087,121,9,-10,
13,AKAZE,AKAZE,MAT_BF,SEL_KNN,84.8414,1538,0,100.22,61.1012,1071,114,11,9,
14,AKAZE,AKAZE,MAT_BF,SEL_KNN,88.6608,1555,0,100.739,62.12,1138,119,27,10,
15,AKAZE,AKAZE,MAT_BF,SEL_KNN,85.4688,1544,0,99.4774,64.6006,1119,111,7,8,
16,AKAZE,AKAZE,MAT_BF,SEL_KNN,87.6374,1563,3,101.521,63.0233,1132,118,13,3,
17,AKAZE,AKAZE,MAT_BF,SEL_KNN,94.0179,1561,0,96.9843,63.1752,1152,113,10,-9,
18,AKAZE,AKAZE,MAT_BF,SEL_KNN,93.4657,1569,38,99.5464,63.4829,1161,112,13,8,

0,AKAZE,SIFT,MAT_BF,SEL_KNN,82.0993,1513,0,124.959,0,0,,,,
1,AKAZE,SIFT,MAT_BF,SEL_KNN,93.2558,1541,0,133.712,110.727,1136,102,33,12,
2,AKAZE,SIFT,MAT_BF,SEL_KNN,84.8598,1529,0,150.247,104.391,1150,113,12,12,
3,AKAZE,SIFT,MAT_BF,SEL_KNN,89.9063,1561,0,131.182,109.196,1166,121,16,13,
4,AKAZE,SIFT,MAT_BF,SEL_KNN,84.3736,1545,0,128.113,108.83,1147,106,8,7,
5,AKAZE,SIFT,MAT_BF,SEL_KNN,86.6769,1526,0,129.708,108.368,1146,105,13,16,
6,AKAZE,SIFT,MAT_BF,SEL_KNN,82.2825,1566,0,133.611,108.747,1138,102,11,12,
7,AKAZE,SIFT,MAT_BF,SEL_KNN,82.4466,1529,0,129.033,110.286,1159,123,17,34,
8,AKAZE,SIFT,MAT_BF,SEL_KNN,83.2569,1547,0,130.175,106.135,1169,122,22,9,
9,AKAZE,SIFT,MAT_BF,SEL_KNN,82.8185,1572,0,131.19,110.711,1161,122,272,18,
10,AKAZE,SIFT,MAT_BF,SEL_KNN,82.535,1567,0,129.555,112.793,1209,131,24,18,
11,AKAZE,SIFT,MAT_BF,SEL_KNN,82.7462,1538,0,126.589,106.478,1149,119,17,3,
12,AKAZE,SIFT,MAT_BF,SEL_KNN,83.5392,1513,0,125.946,102.18,1134,126,7,-10,
13,AKAZE,SIFT,MAT_BF,SEL_KNN,83.995,1538,0,125.656,103.223,1145,122,8,9,
14,AKAZE,SIFT,MAT_BF,SEL_KNN,92.8502,1555,0,130.767,111.409,1181,123,8,10,
15,AKAZE,SIFT,MAT_BF,SEL_KNN,105.13,1544,0,137.121,117.032,1183,117,2,8,
16,AKAZE,SIFT,MAT_BF,SEL_KNN,96.1531,1563,3,132.629,108.818,1221,126,5,3,
17,AKAZE,SIFT,MAT_BF,SEL_KNN,98.1131,1561,0,134.46,106.806,1210,116,10,-9,
18,AKAZE,SIFT,MAT_BF,SEL_KNN,93.9988,1569,38,127.145,108.534,1215,119,7,8,

0,SIFT,BRISK,MAT_BF,SEL_KNN,172.988,1890,0,21.4279,0,0,,,,
1,SIFT,BRISK,MAT_BF,SEL_KNN,167.23,1915,0,22.1359,79.4828,731,60,11,12,
2,SIFT,BRISK,MAT_BF,SEL_KNN,165.655,1824,0,20.4637,78.982,733,68,18,12,
3,SIFT,BRISK,MAT_BF,SEL_KNN,166.798,1837,0,20.5432,73.171,743,82,8,13,
4,SIFT,BRISK,MAT_BF,SEL_KNN,159.457,1828,0,20.599,71.9978,723,68,26,7,
5,SIFT,BRISK,MAT_BF,SEL_KNN,161.929,1875,0,20.9325,71.773,734,62,8,16,
6,SIFT,BRISK,MAT_BF,SEL_KNN,161.055,1931,0,20.6495,73.2724,708,73,11,12,
7,SIFT,BRISK,MAT_BF,SEL_KNN,161.551,1963,0,22.0201,80.1046,758,82,11,34,
8,SIFT,BRISK,MAT_BF,SEL_KNN,164.564,1954,0,21.4181,79.8093,736,84,15,9,
9,SIFT,BRISK,MAT_BF,SEL_KNN,171.69,1983,0,21.9282,80.5893,737,82,11,18,
10,SIFT,BRISK,MAT_BF,SEL_KNN,167.191,2043,0,21.7994,80.9835,753,65,7,18,
11,SIFT,BRISK,MAT_BF,SEL_KNN,167.032,2065,0,21.8867,84.4379,764,63,16,3,
12,SIFT,BRISK,MAT_BF,SEL_KNN,164.537,2007,0,21.5614,84.4401,773,66,7,-10,
13,SIFT,BRISK,MAT_BF,SEL_KNN,168.938,2030,0,22.0446,86.2652,789,66,12,9,
14,SIFT,BRISK,MAT_BF,SEL_KNN,179.561,2048,0,22.1278,86.2286,813,69,7,10,
15,SIFT,BRISK,MAT_BF,SEL_KNN,163.811,2044,0,21.9168,87.3476,844,64,9,8,
16,SIFT,BRISK,MAT_BF,SEL_KNN,167.661,2086,3,23.6154,89.9842,829,74,5,3,
17,SIFT,BRISK,MAT_BF,SEL_KNN,163.507,2093,0,23.7613,90.9423,897,57,10,-9,
18,SIFT,BRISK,MAT_BF,SEL_KNN,166.351,2159,38,24.8223,98.4209,859,58,7,8,

0,SIFT,BRIEF,MAT_BF,SEL_KNN,164.476,1890,0,6.98988,0,0,,,,
1,SIFT,BRIEF,MAT_BF,SEL_KNN,163.4,1915,0,8.00495,62.6955,908,73,8,12,
2,SIFT,BRIEF,MAT_BF,SEL_KNN,165.447,1824,0,6.8692,61.2322,858,82,6,12,
3,SIFT,BRIEF,MAT_BF,SEL_KNN,164.746,1837,0,6.99947,59.8905,878,88,13,13,
4,SIFT,BRIEF,MAT_BF,SEL_KNN,167.371,1828,0,6.63995,59.2396,904,82,24,7,
5,SIFT,BRIEF,MAT_BF,SEL_KNN,163.002,1875,0,7.07205,60.9165,856,70,8,16,
6,SIFT,BRIEF,MAT_BF,SEL_KNN,166.619,1931,0,7.39051,62.7031,893,87,14,12,
7,SIFT,BRIEF,MAT_BF,SEL_KNN,162.623,1963,0,7.23792,64.1914,904,93,15,34,
8,SIFT,BRIEF,MAT_BF,SEL_KNN,163.506,1954,0,7.09949,64.8802,915,91,4,9,
9,SIFT,BRIEF,MAT_BF,SEL_KNN,162.41,1983,0,7.30506,66.1031,881,92,17,18,
10,SIFT,BRIEF,MAT_BF,SEL_KNN,161.685,2043,0,7.32081,66.4454,909,76,13,18,
11,SIFT,BRIEF,MAT_BF,SEL_KNN,164.093,2065,0,7.60825,69.8514,920,77,15,3,
12,SIFT,BRIEF,MAT_BF,SEL_KNN,170.724,2007,0,7.48553,71.4036,919,79,8,-10,
13,SIFT,BRIEF,MAT_BF,SEL_KNN,164.706,2030,0,7.71726,69.7606,937,76,9,9,
14,SIFT,BRIEF,MAT_BF,SEL_KNN,167.503,2048,0,7.71869,70.3463,1010,76,9,10,
15,SIFT,BRIEF,MAT_BF,SEL_KNN,164.941,2044,0,7.67099,71.4767,978,66,10,8,
16,SIFT,BRIEF,MAT_BF,SEL_KNN,166.555,2086,3,8.05216,74.8351,962,82,7,3,
17,SIFT,BRIEF,MAT_BF,SEL_KNN,164.968,2093,0,7.17293,72.156,980,60,13,-9,
18,SIFT,BRIEF,MAT_BF,SEL_KNN,165.954,2159,38,7.71323,74.9391,1010,69,14,8,

0,SIFT,FREAK,MAT_BF,SEL_KNN,162.742,1890,0,62.5621,0,0,,,,
1,SIFT,FREAK,MAT_BF,SEL_KNN,164.219,1915,0,62.8597,67.3805,698,56,13,12,
2,SIFT,FREAK,MAT_BF,SEL_KNN,159.7,1824,0,61.6349,63.2381,697,67,9,12,
3,SIFT,FREAK,MAT_BF,SEL_KNN,164.179,1837,0,63.5959,63.1321,699,74,14,13,
4,SIFT,FREAK,MAT_BF,SEL_KNN,158.321,1828,0,63.0676,61.6443,692,66,22,7,
5,SIFT,FREAK,MAT_BF,SEL_KNN,162.379,1875,0,64.1486,65.953,685,62,22,16,
6,SIFT,FREAK,MAT_BF,SEL_KNN,164.436,1931,0,64.1738,66.8748,692,76,33,12,
7,SIFT,FREAK,MAT_BF,SEL_KNN,163.277,1963,0,62.9817,67.443,706,78,11,34,
8,SIFT,FREAK,MAT_BF,SEL_KNN,161.985,1954,0,62.307,71.0942,711,85,6,9,
9,SIFT,FREAK,MAT_BF,SEL_KNN,161.681,1983,0,64.3663,68.3173,687,72,23,18,
10,SIFT,FREAK,MAT_BF,SEL_KNN,165.523,2043,0,63.5572,71.1989,723,70,9,18,
11,SIFT,FREAK,MAT_BF,SEL_KNN,163.538,2065,0,63.5313,73.9403,707,61,10,3,
12,SIFT,FREAK,MAT_BF,SEL_KNN,161.385,2007,0,63.2573,75.047,741,61,10,-10,
13,SIFT,FREAK,MAT_BF,SEL_KNN,168.553,2030,0,64.1925,73.4244,729,58,10,9,
14,SIFT,FREAK,MAT_BF,SEL_KNN,167.25,2048,0,62.7488,74.1331,759,61,14,10,
15,SIFT,FREAK,MAT_BF,SEL_KNN,165.833,2044,0,63.8493,76.6669,763,56,15,8,
16,SIFT,FREAK,MAT_BF,SEL_KNN,162.505,2086,3,62.4123,76.3009,794,75,8,3,
17,SIFT,FREAK,MAT_BF,SEL_KNN,164.865,2093,0,64.2858,78.1564,804,52,8,-9,
18,SIFT,FREAK,MAT_BF,SEL_KNN,165.869,2159,38,66.1506,82.757,811,61,7,8,

0,SIFT,SIFT,MAT_BF,SEL_KNN,164.482,1890,0,195.515,0,0,,,,
1,SIFT,SIFT,MAT_BF,SEL_KNN,161.737,1915,0,194.201,168.732,1030,86,6,12,
2,SIFT,SIFT,MAT_BF,SEL_KNN,160.637,1824,0,190.205,154.06,987,83,6,12,
3,SIFT,SIFT,MAT_BF,SEL_KNN,167.771,1837,0,195.631,151.661,972,99,5,13,
4,SIFT,SIFT,MAT_BF,SEL_KNN,215.713,1828,0,193.278,154.045,964,90,20,7,
5,SIFT,SIFT,MAT_BF,SEL_KNN,160.471,1875,0,193.91,150.891,988,88,13,16,
6,SIFT,SIFT,MAT_BF,SEL_KNN,164.907,1931,0,193.628,162.056,967,91,10,12,
7,SIFT,SIFT,MAT_BF,SEL_KNN,163.902,1963,0,196.019,158.825,1011,104,10,34,
8,SIFT,SIFT,MAT_BF,SEL_KNN,161.15,1954,0,195.654,167.255,1036,102,10,9,
9,SIFT,SIFT,MAT_BF,SEL_KNN,164.935,1983,0,198.402,177.162,1008,115,23,18,
10,SIFT,SIFT,MAT_BF,SEL_KNN,164.033,2043,0,202.494,184.323,1003,87,6,18,
11,SIFT,SIFT,MAT_BF,SEL_KNN,166.056,2065,0,200.884,186.442,1084,89,15,3,
12,SIFT,SIFT,MAT_BF,SEL_KNN,163.292,2007,0,200.767,180.274,1060,96,23,-10,
13,SIFT,SIFT,MAT_BF,SEL_KNN,164.906,2030,0,199.321,180.25,1107,95,10,9,
14,SIFT,SIFT,MAT_BF,SEL_KNN,168.038,2048,0,203.11,186.396,1125,93,8,10,
15,SIFT,SIFT,MAT_BF,SEL_KNN,163.072,2044,0,214.065,184.005,1107,97,12,8,
16,SIFT,SIFT,MAT_BF,SEL_KNN,165.38,2086,3,201.157,189.096,1173,98,7,3,
17,SIFT,SIFT,MAT_BF,SEL_KNN,166.129,2093,0,208.303,193.646,1183,83,8,-9,
18,SIFT,SIFT,MAT_BF,SEL_KNN,164.712,2159,38,205.125,196.329,1158,82,6,8,

